prodid,TCSassetid,FIBEAssetID,vcmassetid,FONSEAssetID,IPVODAssetID,title,contract,licensestart,licenseend,FUTURE,FIBE,ALIANT,FONSE,IPVOD,VCM,VSPP,categories
8202,7KMGV,7KMGV,7KMLV,FONSEAssetID,7KMKV,S.06 E.24 - Star Trek: The Next Generation,1521,2014/11/01 00:00,2036/02/24 17:44,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
8203,7KMMV,7KMMV,7KMRV,FONSEAssetID,7KMQV,S.06 E.11 - Star Trek: The Next Generation,1521,2014/11/01 00:00,2036/02/24 17:43,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
8204,7KMSV,7KMSV,7KMXV,FONSEAssetID,7KMWV,S.01 E.08 - Star Trek: The Animated Series,1521,2015/01/01 00:00,2034/02/02 00:00,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
8205,7KMYV,7KMYV,7KN3V,FONSEAssetID,7KN2V,S.02 E.03 - Star Trek: The Animated Series,1521,2014/11/01 00:00,2034/02/02 00:00,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
8206,7KN4V,7KN4V,7KN9V,FONSEAssetID,7KN8V,S.02 E.05 - Star Trek: The Animated Series,1521,2014/11/01 00:00,2034/02/02 00:00,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
8207,7KNAV,7KNAV,7KNFV,FONSEAssetID,7KNEV,S.06 E.19 - Star Trek: The Next Generation,1521,2014/11/01 00:00,2036/02/24 17:44,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
8208,7KNGV,7KNGV,7KNLV,FONSEAssetID,7KNKV,S.06 E.17 - Star Trek: The Next Generation,1521,2014/11/01 00:00,2036/02/24 17:44,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
8209,7KNMV,7KNMV,7KNRV,FONSEAssetID,7KNQV,S.01 E.15 - Star Trek: The Animated Series,1521,2015/01/01 00:00,2034/02/02 00:00,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
820A,7KNSV,7KNSV,7KNXV,FONSEAssetID,7KNWV,S.06 E.10 - Star Trek: The Next Generation,1521,2014/11/01 00:00,2036/02/24 17:43,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
820B,7KNYV,7KNYV,7KO3V,FONSEAssetID,7KO2V,S.06 E.25 - Star Trek: The Next Generation,1521,2014/11/01 00:00,2036/02/24 17:44,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
820C,7KO4V,7KO4V,7KO9V,FONSEAssetID,7KO8V,S.01 E.10 - Star Trek: The Animated Series,1521,2015/01/01 00:00,2034/02/02 00:00,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
820D,7KOAV,7KOAV,7KOFV,FONSEAssetID,7KOEV,S.01 E.06 - Star Trek: The Animated Series,1521,2015/01/01 00:00,2034/02/02 00:00,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
820E,7KOGV,7KOGV,7KOLV,FONSEAssetID,7KOKV,S.02 E.02 - Star Trek: The Animated Series,1521,2014/11/01 00:00,2034/02/02 00:00,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
820F,7KOMV,7KOMV,7KORV,FONSEAssetID,7KOQV,S.01 E.03 - Star Trek: The Animated Series,1521,2015/01/01 00:00,2034/02/02 00:00,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
820G,7KOSV,7KOSV,7KOXV,FONSEAssetID,7KOWV,S.02 E.04 - Star Trek: The Animated Series,1521,2014/11/01 00:00,2034/02/02 00:00,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
820H,7KOYV,7KOYV,7KP3V,FONSEAssetID,7KP2V,S.06 E.22 - Star Trek: The Next Generation,1521,2014/11/01 00:00,2036/02/24 17:44,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
820I,7KP4V,7KP4V,7KP9V,FONSEAssetID,7KP8V,S.06 E.23 - Star Trek: The Next Generation,1521,2014/11/01 00:00,2036/02/24 17:44,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
820J,7KPAV,7KPAV,7KPFV,FONSEAssetID,7KPEV,S.01 E.07 - Star Trek: The Animated Series,1521,2015/01/01 00:00,2034/02/02 00:00,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
820K,7KPGV,7KPGV,7KPLV,FONSEAssetID,7KPKV,S.06 E.18 - Star Trek: The Next Generation,1521,2014/11/01 00:00,2036/02/24 17:44,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
820L,7KPMV,7KPMV,7KPRV,FONSEAssetID,7KPQV,S.01 E.04 - Star Trek: The Animated Series,1521,2015/01/01 00:00,2034/02/02 00:00,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
820M,7KPSV,7KPSV,7KPXV,FONSEAssetID,7KPWV,S.02 E.06 - Star Trek: The Animated Series,1521,2014/11/01 00:00,2034/02/02 00:00,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
820N,7KPYV,7KPYV,7KQ3V,FONSEAssetID,7KQ2V,S.01 E.05 - Star Trek: The Animated Series,1521,2015/01/01 00:00,2034/02/02 00:00,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
820O,7KQ4V,7KQ4V,7KQ9V,FONSEAssetID,7KQ8V,S.01 E.01 - Star Trek: The Animated Series,1521,2015/01/01 00:00,2034/02/02 00:00,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
820P,7KQAV,7KQAV,7KQFV,FONSEAssetID,7KQEV,S.01 E.02 - Star Trek: The Animated Series,1521,2015/01/01 00:00,2034/02/02 00:00,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
820R,7KQJV,7KQJV,7KQOV,FONSEAssetID,7KQNV,S.06 E.02 - Star Trek: The Next Generation,1521,2014/11/01 00:00,2036/02/24 17:43,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
820S,7KQPV,7KQPV,7KQUV,FONSEAssetID,7KQTV,S.06 E.07 - Star Trek: The Next Generation,1521,2014/11/01 00:00,2036/02/24 17:43,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
820T,7KQVV,7KQVV,,FONSEAssetID,,S.07 E.23 - Star Trek: The Next Generation,1521,2014/11/01 00:00,2018/02/02 00:00,FUTURE,NO,NO,FONSE,NO,NO,VSPP,categories
820V,7KR1V,7KR1V,7KR6V,FONSEAssetID,7KR5V,S.06 E.16 - Star Trek: The Next Generation,1521,2014/11/01 00:00,2036/02/24 17:44,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
820W,7KR7V,7KR7V,,FONSEAssetID,,S.07 E.26 - Star Trek: The Next Generation,1521,2014/11/01 00:00,2018/02/02 00:00,FUTURE,NO,NO,FONSE,NO,NO,VSPP,categories
820X,7KRDV,7KRDV,,FONSEAssetID,,S.07 E.24 - Star Trek: The Next Generation,1521,2014/11/01 00:00,2018/02/02 00:00,FUTURE,NO,NO,FONSE,NO,NO,VSPP,categories
820Y,7KRJV,7KRJV,,FONSEAssetID,,S.07 E.20 - Star Trek: The Next Generation,1521,2014/11/01 00:00,2018/02/02 00:00,FUTURE,NO,NO,FONSE,NO,NO,VSPP,categories
820Z,7KRPV,7KRPV,7KRUV,FONSEAssetID,7KRTV,S.06 E.09 - Star Trek: The Next Generation,1521,2014/11/01 00:00,2036/02/24 17:43,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
8210,7KRVV,7KRVV,7KS0V,FONSEAssetID,7KRZV,S.06 E.14 - Star Trek: The Next Generation,1521,2014/11/01 00:00,2036/02/24 17:43,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
8211,7KS1V,7KS1V,7KS6V,FONSEAssetID,7KS5V,S.06 E.06 - Star Trek: The Next Generation,1521,2014/11/01 00:00,2036/02/24 17:43,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
8212,7KS7V,7KS7V,,FONSEAssetID,,S.07 E.19 - Star Trek: The Next Generation,1521,2014/11/01 00:00,2018/02/02 00:00,FUTURE,NO,NO,FONSE,NO,NO,VSPP,categories
8213,7KSDV,7KSDV,7KSIV,FONSEAssetID,7KSHV,S.06 E.12 - Star Trek: The Next Generation,1521,2014/11/01 00:00,2036/02/24 17:43,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
8214,7KSJV,7KSJV,7KSOV,FONSEAssetID,7KSNV,S.06 E.03 - Star Trek: The Next Generation,1521,2014/11/01 00:00,2036/02/24 17:43,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
8215,7KSPV,7KSPV,7KSUV,FONSEAssetID,7KSTV,S.06 E.13 - Star Trek: The Next Generation,1521,2014/11/01 00:00,2036/02/24 17:43,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
8216,7KSVV,7KSVV,,FONSEAssetID,,S.07 E.18 - Star Trek: The Next Generation,1521,2014/11/01 00:00,2018/02/02 00:00,FUTURE,NO,NO,FONSE,NO,NO,VSPP,categories
8217,7KT1V,7KT1V,7KT6V,FONSEAssetID,7KT5V,S.06 E.08 - Star Trek: The Next Generation,1521,2014/11/01 00:00,2036/02/24 17:43,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
8218,7KT7V,7KT7V,,FONSEAssetID,,S.07 E.21 - Star Trek: The Next Generation,1521,2014/11/01 00:00,2018/02/02 00:00,FUTURE,NO,NO,FONSE,NO,NO,VSPP,categories
8219,7KTDV,7KTDV,,FONSEAssetID,,S.07 E.25 - Star Trek: The Next Generation,1521,2014/11/01 00:00,2018/02/02 00:00,FUTURE,NO,NO,FONSE,NO,NO,VSPP,categories
821A,7KTJV,7KTJV,,FONSEAssetID,,S.07 E.17 - Star Trek: The Next Generation,1521,2014/11/01 00:00,2018/02/02 00:00,FUTURE,NO,NO,FONSE,NO,NO,VSPP,categories
821B,7KTPV,7KTPV,7KTUV,FONSEAssetID,7KTTV,S.06 E.01 - Star Trek: The Next Generation,1521,2014/11/01 00:00,2036/02/24 17:43,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
821C,7KTVV,7KTVV,,FONSEAssetID,,S.07 E.22 - Star Trek: The Next Generation,1521,2014/11/01 00:00,2018/02/02 00:00,FUTURE,NO,NO,FONSE,NO,NO,VSPP,categories
821D,7KU1V,7KU1V,7KU6V,FONSEAssetID,7KU5V,S.06 E.04 - Star Trek: The Next Generation,1521,2014/11/01 00:00,2036/02/24 17:43,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
821E,7KU7V,7KU7V,7KUCV,FONSEAssetID,7KUBV,S.06 E.05 - Star Trek: The Next Generation,1521,2014/11/01 00:00,2036/02/24 17:43,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
821F,7KUDV,7KUDV,7KUIV,FONSEAssetID,7KUHV,S.06 E.15 - Star Trek: The Next Generation,1521,2014/11/01 00:00,2036/02/24 17:43,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
821G,7KUJV,7KUJV,,FONSEAssetID,,S.07 E.13 - Star Trek: The Next Generation,1521,2014/11/01 00:00,2018/02/02 00:00,FUTURE,NO,NO,FONSE,NO,NO,VSPP,categories
821H,7KUPV,7KUPV,7KUUV,FONSEAssetID,7KUTV,S.04 E.07 - Storm Chasers,1521,2014/11/01 00:00,2034/02/02 00:00,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
821K,7KUVV,7KUVV,,FONSEAssetID,,S.07 E.09 - Star Trek: The Next Generation,1521,2014/11/01 00:00,2018/02/02 00:00,FUTURE,NO,NO,FONSE,NO,NO,VSPP,categories
821L,7KV1V,7KV1V,7KV6V,FONSEAssetID,7KV5V,S.04 E.05 - Storm Chasers,1521,2014/11/01 00:00,2034/02/02 00:00,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
821M,7KV7V,7KV7V,,FONSEAssetID,,S.07 E.03 - Star Trek: The Next Generation,1521,2014/11/01 00:00,2018/02/02 00:00,FUTURE,NO,NO,FONSE,NO,NO,VSPP,categories
821N,7KVDV,7KVDV,7KVIV,FONSEAssetID,7KVHV,S.04 E.06 - Storm Chasers,1521,2014/11/01 00:00,2034/02/02 00:00,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
821O,7KVJV,7KVJV,,FONSEAssetID,,S.07 E.15 - Star Trek: The Next Generation,1521,2014/11/01 00:00,2018/02/02 00:00,FUTURE,NO,NO,FONSE,NO,NO,VSPP,categories
821P,7KVPV,7KVPV,,FONSEAssetID,,S.07 E.06 - Star Trek: The Next Generation,1521,2014/11/01 00:00,2018/02/02 00:00,FUTURE,NO,NO,FONSE,NO,NO,VSPP,categories
821Q,7KVVV,7KVVV,,FONSEAssetID,,S.07 E.05 - Star Trek: The Next Generation,1521,2014/11/01 00:00,2018/02/02 00:00,FUTURE,NO,NO,FONSE,NO,NO,VSPP,categories
821R,7KW1V,7KW1V,,FONSEAssetID,,S.07 E.07 - Star Trek: The Next Generation,1521,2014/11/01 00:00,2018/02/02 00:00,FUTURE,NO,NO,FONSE,NO,NO,VSPP,categories
821S,7KW7V,7KW7V,7KWCV,FONSEAssetID,7KWBV,S.04 E.02 - Storm Chasers,1521,2014/11/01 00:00,2034/02/02 00:00,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
821T,7KWDV,7KWDV,,FONSEAssetID,,S.07 E.01 - Star Trek: The Next Generation,1521,2014/11/01 00:00,2018/02/02 00:00,FUTURE,NO,NO,FONSE,NO,NO,VSPP,categories
821U,7KWJV,7KWJV,7KWOV,FONSEAssetID,7KWNV,S.04 E.04 - Storm Chasers,1521,2014/11/01 00:00,2034/02/02 00:00,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
821V,7KWPV,7KWPV,,FONSEAssetID,,S.07 E.08 - Star Trek: The Next Generation,1521,2014/11/01 00:00,2018/02/02 00:00,FUTURE,NO,NO,FONSE,NO,NO,VSPP,categories
821W,7KWVV,7KWVV,7KX0V,FONSEAssetID,7KWZV,S.01 E.17 - Star Trek: Deep Space Nine,1521,2014/11/01 00:00,2034/02/02 00:00,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
821X,7KX1V,7KX1V,,FONSEAssetID,,S.07 E.12 - Star Trek: The Next Generation,1521,2014/11/01 00:00,2018/02/02 00:00,FUTURE,NO,NO,FONSE,NO,NO,VSPP,categories
821Y,7KX7V,7KX7V,7KXCV,FONSEAssetID,7KXBV,S.04 E.03 - Storm Chasers,1521,2014/11/01 00:00,2034/02/02 00:00,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
821Z,7KXDV,7KXDV,,FONSEAssetID,,S.07 E.10 - Star Trek: The Next Generation,1521,2014/11/01 00:00,2018/02/02 00:00,FUTURE,NO,NO,FONSE,NO,NO,VSPP,categories
8220,7KXJV,7KXJV,,FONSEAssetID,,S.07 E.04 - Star Trek: The Next Generation,1521,2014/11/01 00:00,2018/02/02 00:00,FUTURE,NO,NO,FONSE,NO,NO,VSPP,categories
8221,7KXPV,7KXPV,,FONSEAssetID,,S.07 E.02 - Star Trek: The Next Generation,1521,2014/11/01 00:00,2018/02/02 00:00,FUTURE,NO,NO,FONSE,NO,NO,VSPP,categories
8222,7KXVV,7KXVV,7KY0V,FONSEAssetID,7KXZV,S.04 E.01 - Storm Chasers,1521,2014/11/01 00:00,2034/02/02 00:00,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
8223,7KY1V,7KY1V,7KY6V,FONSEAssetID,7KY5V,S.05 E.03 - Storm Chasers,1521,2014/11/01 00:00,2034/02/02 00:00,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
8225,7KY7V,7KY7V,,FONSEAssetID,,S.07 E.14 - Star Trek: The Next Generation,1521,2014/11/01 00:00,2018/02/02 00:00,FUTURE,NO,NO,FONSE,NO,NO,VSPP,categories
8226,7KYDV,7KYDV,,FONSEAssetID,,S.07 E.11 - Star Trek: The Next Generation,1521,2014/11/01 00:00,2018/02/02 00:00,FUTURE,NO,NO,FONSE,NO,NO,VSPP,categories
8227,7KYJV,7KYJV,,FONSEAssetID,,S.07 E.16 - Star Trek: The Next Generation,1521,2014/11/01 00:00,2018/02/02 00:00,FUTURE,NO,NO,FONSE,NO,NO,VSPP,categories
8228,7KYPV,7KYPV,7KYUV,FONSEAssetID,7KYTV,S.05 E.07 - Storm Chasers,1521,2014/11/01 00:00,2034/02/02 00:00,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
822C,7KZ1V,7KZ1V,7KZ6V,FONSEAssetID,7KZ5V,S.05 E.01 - Storm Chasers,1521,2014/11/01 00:00,2034/02/02 00:00,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
822E,7KZDV,7KZDV,7KZIV,FONSEAssetID,7KZHV,S.05 E.04 - Storm Chasers,1521,2014/11/01 00:00,2034/02/02 00:00,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
822H,7KZVV,7KZVV,7L00V,FONSEAssetID,7KZZV,S.05 E.09 - Storm Chasers,1521,2014/11/01 00:00,2034/02/02 00:00,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
822I,7L01V,7L01V,7L06V,FONSEAssetID,7L05V,S.05 E.06 - Storm Chasers,1521,2014/11/01 00:00,2034/02/02 00:00,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
822K,7L0DV,7L0DV,7L0IV,FONSEAssetID,7L0HV,S.05 E.05 - Storm Chasers,1521,2014/11/01 00:00,2034/02/02 00:00,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
822L,7L0JV,7L0JV,7L0OV,FONSEAssetID,7L0NV,S.05 E.08 - Storm Chasers,1521,2014/11/01 00:00,2034/02/02 00:00,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
822M,7L0PV,7L0PV,7L0UV,FONSEAssetID,7L0TV,Summer of the Shark,1521,2014/11/01 00:00,2034/02/02 00:00,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
822Q,7L11V,7L11V,7L16V,FONSEAssetID,7L15V,S.05 E.02 - Storm Chasers,1521,2014/11/01 00:00,2034/02/02 00:00,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
8232,7L2UV,7L2UV,7L2ZV,FONSEAssetID,7L2YV,Mon petit poney S3 Ep02,1148,2014/12/01 00:00,2018/09/22 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
8233,7L30V,7L30V,7L35V,FONSEAssetID,7L34V,Mon petit poney S3 Ep04,1148,2014/12/01 00:00,2018/09/22 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
8234,7L36V,7L36V,7L3BV,FONSEAssetID,7L3AV,Mon petit poney S3 Ep09,1148,2014/12/01 00:00,2018/09/22 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
8235,7L3CV,7L3CV,7L3HV,FONSEAssetID,7L3GV,Mon petit poney S3 Ep11,1148,2014/12/01 00:00,2018/09/22 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
823A,7L3UV,7L3UV,7L3ZV,FONSEAssetID,7L3YV,Mon petit poney S3 Ep08,1148,2014/12/01 00:00,2018/09/22 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
823B,7L40V,7L40V,7L45V,FONSEAssetID,7L44V,Mon petit poney S3 Ep06,1148,2014/12/01 00:00,2018/09/22 23:59,FUTURE,NO,NO,FONSE,YES,YES,VSPP,categories
823C,7L46V,7L46V,7L4BV,FONSEAssetID,7L4AV,Mon petit poney S3 Ep10,1148,2014/12/01 00:00,2018/09/22 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
823D,7L4CV,7L4CV,7L4HV,FONSEAssetID,7L4GV,Mon petit poney S3 Ep03,1148,2014/12/01 00:00,2018/09/22 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
823E,7L4IV,7L4IV,7L4NV,FONSEAssetID,7L4MV,Mon petit poney S3 Ep05,1148,2014/12/01 00:00,2018/09/22 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
823F,7L4OV,7L4OV,7L4TV,FONSEAssetID,7L4SV,Mon petit poney S3 Ep07,1148,2014/12/01 00:00,2018/09/22 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
823G,7L4UV,7L4UV,7L4ZV,FONSEAssetID,7L4YV,Mon petit poney S3 Ep01,1148,2014/12/01 00:00,2018/09/22 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
823H,7L50V,7L50V,7L55V,FONSEAssetID,7L54V,Mon petit poney S3 Ep13,1148,2014/12/01 00:00,2018/09/22 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
823I,7L56V,7L56V,7L5BV,FONSEAssetID,7L5AV,Mon petit poney S3 Ep12,1148,2014/12/01 00:00,2018/09/22 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
823N,7L5SV,7L5SV,7L5XV,FONSEAssetID,7L5WV,S.02 E.03 - Reno 911!,1521,2014/11/01 00:00,2035/08/26 17:27,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
823O,7L5YV,7L5YV,7L63V,FONSEAssetID,7L62V,S.01 E.09 - Reno 911!,1521,2014/11/01 00:00,2035/08/26 17:26,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
823P,7L64V,7L64V,,FONSEAssetID,,S.01 E.02 - Played,1521,2014/12/11 00:00,2016/08/09 00:00,FUTURE,NO,NO,FONSE,NO,NO,VSPP,categories
823Q,7L6AV,7L6AV,7L6FV,FONSEAssetID,7L6EV,S.01 E.08 - Teen Wolf,1521,2014/12/11 00:00,2034/02/02 00:00,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
823U,7L70V,7L70V,7L75V,FONSEAssetID,7L74V,S.01 E.09 - Review,1521,2014/11/01 00:00,2036/01/26 17:19,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
825F,7LA3V,7LA3V,7LA5V,FONSEAssetID,,The Drop,1459,2015/08/04 00:00,2049/12/31 23:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
828N,7LKNV,7LKNV,7LKPV,FONSEAssetID,,Stonehearst Asylum,1268,2015/05/05 00:00,2024/01/13 23:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
8290,7LN3V,7LN3V,7LN5V,FONSEAssetID,7LN4V,Le Destructeur (v.fr. de Demolition Man),592,2014/11/24 00:01,2035/12/31 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
8296,7LNVV,7LNVV,7LO0V,FONSEAssetID,7LNZV,S.02 E.07 - Canada's Worst Driver,1521,2014/11/01 00:00,2035/07/24 18:43,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
8298,7LO1V,7LO1V,7LO6V,FONSEAssetID,7LO5V,S.02 E.01 - Canada's Worst Driver,1521,2014/11/01 00:00,2035/07/24 18:43,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
8299,7LO7V,7LO7V,7LOCV,FONSEAssetID,7LOBV,S.02 E.06 - Canada's Worst Driver,1521,2014/11/01 00:00,2035/07/24 18:43,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
829A,7LODV,7LODV,7LOIV,FONSEAssetID,7LOHV,S.02 E.03 - Canada's Worst Driver,1521,2014/11/01 00:00,2035/07/24 18:43,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
829B,7LOJV,7LOJV,7LOOV,FONSEAssetID,7LONV,S.02 E.04 - Canada's Worst Driver,1521,2014/11/01 00:00,2035/07/24 18:43,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
829C,7LOPV,7LOPV,7LOUV,FONSEAssetID,7LOTV,S.02 E.08 - Canada's Worst Driver,1521,2014/11/01 00:00,2035/07/24 18:43,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
829D,7LOVV,7LOVV,7LP0V,FONSEAssetID,7LOZV,S.02 E.02 - Canada's Worst Driver,1521,2014/11/01 04:00,2035/07/24 22:43,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
829E,7LP1V,7LP1V,7LP6V,FONSEAssetID,7LP5V,S.02 E.05 - Canada's Worst Driver,1521,2014/11/01 00:00,2035/07/24 18:43,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
829T,7LQPV,7LQPV,7LQUV,FONSEAssetID,7LQTV,S.01 E.04 - Pit Bulls and Parolees,1521,2014/11/01 00:00,2034/02/02 00:00,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
829Y,7LR7V,7LR7V,7LRCV,FONSEAssetID,7LRBV,Patrice O'Neal: The Elephant in the Room,1521,2014/11/01 00:00,2035/05/09 01:35,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
82A2,7LRJV,7LRJV,7LROV,FONSEAssetID,7LRNV,S.03 E.07 - Canada's Worst Driver,1521,2014/11/01 00:00,2035/07/24 18:43,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
82AA,7LSDV,7LSDV,7LSIV,FONSEAssetID,7LSHV,S.01 E.02 - Pit Bulls and Parolees,1521,2014/11/01 00:00,2034/02/02 00:00,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
82AC,7LSPV,7LSPV,7LSUV,FONSEAssetID,7LSTV,S.03 E.03 - Canada's Worst Driver,1521,2014/11/01 00:00,2035/07/24 18:43,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
82AE,7LT1V,7LT1V,7LT6V,FONSEAssetID,7LT5V,S.03 E.05 - Canada's Worst Driver,1521,2014/11/01 00:00,2035/07/24 18:43,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
82AQ,7LUSV,7LUSV,7LUXV,FONSEAssetID,7LUWV,S.03 E.06 - Canada's Worst Driver,1521,2014/11/01 00:00,2035/07/24 18:43,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
82AS,7LV4V,7LV4V,7LV9V,FONSEAssetID,7LV8V,S.03 E.08 - Canada's Worst Driver,1521,2014/11/01 00:00,2035/07/24 18:43,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
82BA,7LXSV,7LXSV,7LXXV,FONSEAssetID,7LXWV,S.03 E.04 - Canada's Worst Driver,1521,2014/11/01 00:00,2035/07/24 18:43,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
82BD,7LYAV,7LYAV,7LYFV,FONSEAssetID,7LYEV,S.03 E.02 - Canada's Worst Driver,1521,2014/11/01 00:00,2035/07/24 18:43,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
82BM,7LZTV,7LZTV,7LZYV,FONSEAssetID,7LZXV,S.03 E.01 - Canada's Worst Driver,1521,2014/11/01 00:00,2035/07/24 18:43,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
82BY,7M1HV,7M1HV,7M1MV,FONSEAssetID,7M1LV,Mars: The Quest for Life,1521,2014/11/01 00:00,2034/02/02 00:00,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
82C3,7M20V,7M20V,7M25V,FONSEAssetID,7M24V,S.01 E.06 - Pit Bulls and Parolees,1521,2014/11/01 00:00,2034/02/02 00:00,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
82C9,7M2OV,7M2OV,7M2TV,FONSEAssetID,7M2SV,S.01 E.02 - Puppies vs. Babies,1521,2014/11/01 00:00,2034/02/02 00:00,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
82CD,7M30V,7M30V,7M35V,FONSEAssetID,7M34V,S.01 E.01 - Puppies vs. Babies,1521,2014/11/01 00:00,2034/02/02 00:00,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
82CM,7M4IV,7M4IV,7M4NV,FONSEAssetID,7M4MV,S.01 E.03 - Puppies vs. Babies,1521,2014/11/01 00:00,2034/02/02 00:00,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
