prodid,TCSassetid,FIBEAssetID,vcmassetid,FONSEAssetID,IPVODAssetID,title,contract,licensestart,licenseend,FUTURE,FIBE,ALIANT,FONSE,IPVOD,VCM,VSPP,categories
7FO1,56E5V,56E5V,AB63V,FONSEAssetID,,Votre télécommande,505,2014/09/12 00:00,2020/11/02 23:59,FUTURE,NO,YES,FONSE,NO,YES,VSPP,categories
7FO8,56EAV,56EAV,AB64V,FONSEAssetID,,Choix d'une émission,505,2014/09/12 00:00,2020/11/02 23:59,FUTURE,NO,YES,FONSE,NO,YES,VSPP,categories
7FOE,56EFV,56EFV,ABGUV,FONSEAssetID,,Canaux Favoris,505,2014/09/12 00:00,2020/11/02 23:59,FUTURE,NO,YES,FONSE,NO,YES,VSPP,categories
7FOS,56ETV,56ETV,ABGWV,FONSEAssetID,,Contrôle Parental,505,2014/09/12 00:00,2020/11/02 23:59,FUTURE,NO,YES,FONSE,NO,YES,VSPP,categories
7FPE,56FGV,56FGV,ABGXV,FONSEAssetID,,Vidéo sur demande et télé  À la carte,505,2014/09/12 00:00,2020/11/02 23:59,FUTURE,NO,YES,FONSE,NO,YES,VSPP,categories
7FPQ,56FRV,56FRV,ABGYV,FONSEAssetID,,Enregistreur Partout chez vous,505,2014/09/12 00:00,2020/11/02 23:59,FUTURE,NO,YES,FONSE,NO,YES,VSPP,categories
7FPV,56FVV,56FVV,ABGVV,FONSEAssetID,,Programmation HD,505,2014/09/12 00:00,2020/11/02 23:59,FUTURE,NO,YES,FONSE,NO,YES,VSPP,categories
7FQ1,56G1V,56G1V,ABGZV,FONSEAssetID,,Applications,505,2014/09/12 00:00,2020/11/02 23:59,FUTURE,NO,YES,FONSE,NO,YES,VSPP,categories
7FSM,56KGV,56KGV,A05LV,FONSEAssetID,56KHV,Le Pacificateur (v.fr. de The Pacifier),794,2014/08/29 04:01,2050/01/07 04:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
7FTW,56OTV,56OTV,,FONSEAssetID,,S.1 E.22 - Vous êtes ici,1316,2014/09/14 12:01,2015/08/14 01:00,FUTURE,NO,NO,FONSE,NO,NO,VSPP,categories
7FTZ,56P2V,56P2V,,FONSEAssetID,,S.1 E.21 - Vous êtes ici,1316,2014/09/14 12:01,2015/08/14 01:00,FUTURE,NO,NO,FONSE,NO,NO,VSPP,categories
7FU0,56P3V,56P3V,,FONSEAssetID,,S.1 E.20 - Vous êtes ici,1316,2014/09/14 12:01,2015/08/14 01:00,FUTURE,NO,NO,FONSE,NO,NO,VSPP,categories
7FU2,56PAV,56PAV,A14SV,FONSEAssetID,IHXXV,Tree fu tom ii S2 Ep03,1148,2014/09/20 00:00,2019/08/31 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
7FU4,56PIV,56PIV,,FONSEAssetID,,S.1 E.11 - ÉCOLE NATIONALE...CHRONIQUES,1316,2014/09/14 12:01,2015/05/08 00:00,FUTURE,NO,NO,FONSE,NO,NO,VSPP,categories
7FU5,56PJV,56PJV,,FONSEAssetID,,S.1 E.12 - ÉCOLE NATIONALE...CHRONIQUES,1316,2014/09/14 12:01,2015/05/08 00:00,FUTURE,NO,NO,FONSE,NO,NO,VSPP,categories
7FU7,56PLV,56PLV,,FONSEAssetID,,S.1 E.10 - ÉCOLE NATIONALE...CHRONIQUES,1316,2014/09/14 12:01,2015/05/08 00:00,FUTURE,NO,NO,FONSE,NO,NO,VSPP,categories
7FU9,56PNV,56PNV,,FONSEAssetID,,S.1 E.09 - ÉCOLE NATIONALE...CHRONIQUES,1316,2014/09/14 12:01,2015/05/08 00:00,FUTURE,NO,NO,FONSE,NO,NO,VSPP,categories
7FUC,56PUV,56PUV,,FONSEAssetID,,S.1 E.09 - Couch Talk,1661,2014/09/14 12:01,2016/02/10 23:00,FUTURE,NO,NO,FONSE,NO,NO,VSPP,categories
7FUE,56PWV,56PWV,,FONSEAssetID,,S.1 E.06 - Between the Pages,1661,2014/09/14 12:01,2016/02/09 23:00,FUTURE,NO,NO,FONSE,NO,NO,VSPP,categories
7FUG,56PYV,56PYV,,FONSEAssetID,,S.1 E.10 - Couch Talk,1661,2014/09/14 12:01,2016/02/10 23:00,FUTURE,NO,NO,FONSE,NO,NO,VSPP,categories
7FUH,56PZV,56PZV,,FONSEAssetID,,S.1 E.03 - What's Up Montreal?,1661,2014/09/14 12:01,2016/02/12 00:00,FUTURE,NO,NO,FONSE,NO,NO,VSPP,categories
7FUI,56Q0V,56Q0V,,FONSEAssetID,,S.1 E.05 - Between the Pages,1661,2014/09/14 12:01,2016/02/09 23:00,FUTURE,NO,NO,FONSE,NO,NO,VSPP,categories
7FUV,56RUV,56RUV,,FONSEAssetID,,S.1 E.19 - Vous êtes ici,1316,2014/09/14 12:01,2015/08/14 01:00,FUTURE,NO,NO,FONSE,NO,NO,VSPP,categories
7FUW,56RVV,56RVV,,FONSEAssetID,,S.1 E.18 - Vous êtes ici,1316,2014/09/14 12:01,2015/08/14 01:00,FUTURE,NO,NO,FONSE,NO,NO,VSPP,categories
7FWE,56XBV,56XBV,A6S5V,FONSEAssetID,IHX9V,L'académie secrète S1 Ep18,1148,2014/09/22 00:00,2019/06/19 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
7FXR,570GV,570GV,A4LCV,FONSEAssetID,,"Sharknado, v.fr.",788,2013/09/10 00:00,2049/12/31 23:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
7G37,57GMV,57GMV,6NJ1V,FONSEAssetID,,Me and Orson Welles,681,2014/11/11 00:00,2049/11/11 23:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
7G43,57IHV,57IHV,A1MDV,FONSEAssetID,,The Listener S3 Ep.2 - Cold Case Blues,1388,2014/09/12 07:00,2019/01/14 07:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
7G8Q,57R6V,57R6V,AB6NV,FONSEAssetID,,Orphan Black S2 Ep.2 - Governed by Sound Reason and True Religion,1388,2014/10/18 04:00,2019/04/19 03:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
7G8R,57R7V,57R7V,AB6OV,FONSEAssetID,,Orphan Black S2 Ep.5 - Ipsa Scientia Potestas Est,1388,2014/10/18 04:00,2019/04/19 03:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
7G8S,57R8V,57R8V,AB6PV,FONSEAssetID,,Orphan Black S2 Ep.3 - Mingling Its Own Nature With It,1388,2014/10/18 04:00,2019/04/19 03:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
7G8T,57R9V,57R9V,AB6QV,FONSEAssetID,,Orphan Black S2 Ep.6 - To Hound Nature in Her Wanderings,1388,2014/10/18 04:00,2019/04/19 03:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
7G8U,57RAV,57RAV,AB6RV,FONSEAssetID,,Orphan Black S2 Ep.1 - Nature Under Constraint and Vexed,1388,2014/10/18 04:00,2019/04/19 03:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
7G8V,57RBV,57RBV,AB6SV,FONSEAssetID,,Orphan Black S2 Ep.7 - Knowledge of Causes and Secret Motion of Things,1388,2014/10/18 04:00,2019/04/19 03:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
7G8W,57RCV,57RCV,AB6TV,FONSEAssetID,,Orphan Black S2 Ep.10 - By Means Which Have Never Yet Been Tried,1388,2014/10/18 04:00,2019/04/19 03:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
7G8X,57RDV,57RDV,AB6UV,FONSEAssetID,,Orphan Black S2 Ep.8 - Variable and Full of Perturbation,1388,2014/10/18 04:00,2019/04/19 03:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
7G8Y,57REV,57REV,AB6VV,FONSEAssetID,,Orphan Black S2 Ep.4 - Governed as It Were by Chance,1388,2014/10/18 04:00,2019/04/19 03:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
7G91,57SGV,57SGV,AB6MV,FONSEAssetID,,Orphan Black S2 Ep.9 -Things Which Have Never Yet Been Done,1388,2014/10/18 04:00,2019/04/19 03:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
7GBF,580WV,580WV,62ADV,FONSEAssetID,5CDWV,Julius jr S1 Ep02,1148,2014/09/24 00:00,2019/08/31 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
7GCN,584XV,584XV,A591V,FONSEAssetID,5850V,L'académie secrète S1 Ep19,1148,2014/09/24 00:00,2019/06/19 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
7GDG,587AV,587AV,9ZRFV,FONSEAssetID,587DV,L'académie secrète S1 Ep20,1148,2014/09/23 00:00,2019/06/19 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
7GHF,58IQV,58IQV,5Z2MV,FONSEAssetID,58IRV,Percy et ses amis S2 Ep27,1148,2014/09/25 00:00,2019/08/31 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
7GHI,58J5V,58J5V,6MQVV,FONSEAssetID,58J6V,Madame Doubtfire (v.fr. de Mrs. Doubtfire),1139,2014/09/26 00:01,2049/12/31 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
7GHM,58JJV,58JJV,A0QDV,FONSEAssetID,,L'Homme bicentenaire (v.fr. de Bicentennial Man),794,2014/09/26 04:01,2050/01/01 04:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
7HEP,5CJDV,5CJDV,,FONSEAssetID,,S.1 E.01 - Mini Psych,1316,2014/09/21 12:01,2015/08/19 01:00,FUTURE,NO,NO,FONSE,NO,NO,VSPP,categories
7HES,5CJKV,5CJKV,,FONSEAssetID,,S.1 E.01 - Born to Art,1661,2014/09/21 12:01,2016/02/09 23:00,FUTURE,NO,NO,FONSE,NO,NO,VSPP,categories
7HEU,5CJMV,5CJMV,92XUV,FONSEAssetID,,La Société des poètes disparus (v.fr. de Dead Poets Society),794,2014/09/26 00:01,2049/12/31 23:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
7HF4,5CKLV,5CKLV,,FONSEAssetID,,S.1 E.02 - Mini Psych,1316,2014/09/21 12:01,2015/08/19 01:00,FUTURE,NO,NO,FONSE,NO,NO,VSPP,categories
7HF5,5CKMV,5CKMV,,FONSEAssetID,,S.1 E.01 - ÉCOLE NATIONALE...LE SPECTACLE,1316,2014/09/21 12:01,2015/07/11 00:00,FUTURE,NO,NO,FONSE,NO,NO,VSPP,categories
7HFM,5CMHV,5CMHV,A1TEV,FONSEAssetID,5CMKV,Percy et ses amis S2 Ep29,1148,2014/09/26 00:00,2019/08/31 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
7HHN,5CU3V,5CU3V,A08YV,FONSEAssetID,5CU4V,Plaxmol (v.fr. de Flubber),794,2014/09/26 04:01,2050/01/01 04:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
7HHX,5CV4V,5CV4V,A090V,FONSEAssetID,,Les Deux font la père (v.fr. de Old Dogs),794,2014/09/26 04:01,2050/01/01 04:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
7HXD,5E8FV,5E8FV,,FONSEAssetID,,The Expendables 3,799,2014/11/25 00:00,2015/03/25 23:59,FUTURE,NO,NO,FONSE,NO,NO,VSPP,categories
7HXF,5E8HV,5E8HV,A0NTV,FONSEAssetID,5E8KV,Le sexe selon les sexes S1 Ep04,1151,2014/09/23 00:00,2018/08/19 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
7I34,5EQ6V,5EQ6V,721QV,FONSEAssetID,5EQ7V,Le Courage à l'épreuve (v.fr. de Courage Under Fire),1139,2014/08/29 00:01,2049/12/31 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
7I3E,5ER4V,5ER4V,8RRHV,FONSEAssetID,,Opération G-Force (v.fr. de G-Force),794,2014/08/29 04:01,2050/01/07 04:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
7I7O,5F2MV,5F2MV,A0UOV,FONSEAssetID,5F2NV,Inspiration design S1 Ep04,1150,2014/09/30 00:00,2019/08/17 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
7I9J,5F67V,5F67V,9XXFV,FONSEAssetID,,Le Massacre des zombies (v.fr de Zombie Massacre),842,2014/10/01 00:00,2049/12/31 23:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
7I9M,5F6AV,5F6AV,9XXGV,FONSEAssetID,,"REC, v.fr.",842,2014/10/01 00:00,2049/12/31 23:59,FUTURE,YES,NO,FONSE,NO,YES,VSPP,categories
7I9P,5F6DV,5F6DV,69B3V,FONSEAssetID,,"REC2, v.fr.",842,2014/10/29 00:00,2049/12/31 23:59,FUTURE,YES,NO,FONSE,NO,YES,VSPP,categories
7I9S,5F6GV,5F6GV,9XXIV,FONSEAssetID,,"REC3: Genesis, v.fr.",842,2014/10/01 00:00,2049/12/31 23:59,FUTURE,YES,NO,FONSE,NO,YES,VSPP,categories
7I9V,5F6KV,5F6KV,9XX1V,FONSEAssetID,,"Halloween, v.fr.",816,2014/10/01 00:00,2049/12/31 23:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
7IA1,5F6QV,5F6QV,9XXKV,FONSEAssetID,,Halloween H20: 20 ans plus tard (v.fr. de Halloween H20: 20 Years Later),816,2014/10/01 00:00,2049/12/31 23:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
7IA4,5F6TV,5F6TV,97K6V,FONSEAssetID,,La Cabane dans les bois (v.fr. de The Cabin in the Woods),816,2014/10/01 00:00,2049/12/31 23:58,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
7IA7,5F6WV,5F6WV,697LV,FONSEAssetID,,Les Détraqués (v.fr. de The Crazies),816,2014/10/29 00:00,2049/12/31 23:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
7IBB,5F99V,5F99V,A4Z0V,FONSEAssetID,5F9AV,Inspiration design S1 Ep03,1150,2014/09/23 00:00,2019/08/17 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
7ID6,5FFCV,5FFCV,A4FNV,FONSEAssetID,5FFDV,L'académie secrète S1 Ep10,1148,2014/10/01 00:00,2019/06/20 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
7ITZ,5GTIV,5GTIV,6TCKV,FONSEAssetID,5GTJV,Maleficent,1476,2015/02/19 00:00,2035/12/31 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
7IUX,5GVUV,5GVUV,6JYTV,FONSEAssetID,5GVVV,Planes: Fire and Rescue ,1476,2015/02/19 00:00,2035/12/31 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
7IUZ,5GVWV,5GVWV,A5IIV,FONSEAssetID,5GVXV,Inspiration design S1 Ep05,1150,2014/10/03 00:00,2019/08/17 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
7J1N,5HKNV,5HKNV,A51EV,FONSEAssetID,5HKOV,L'académie secrète S1 Ep22,1148,2014/09/30 00:00,2019/06/19 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
7J2E,5HO2V,5HO2V,,FONSEAssetID,,S.1 E.07 - Between the Pages,1661,2014/09/29 12:00,2016/02/09 23:00,FUTURE,NO,NO,FONSE,NO,NO,VSPP,categories
7J2I,5HO6V,5HO6V,,FONSEAssetID,,S.01 E.11 - Rature Et Lit 2,1662,2014/09/29 12:00,2015/08/20 01:00,FUTURE,NO,NO,FONSE,NO,NO,VSPP,categories
7J2K,5HO8V,5HO8V,,FONSEAssetID,,S.1 E.09 - Between the Pages,1661,2014/09/29 12:00,2016/02/09 23:00,FUTURE,NO,NO,FONSE,NO,NO,VSPP,categories
7J2L,5HO9V,5HO9V,,FONSEAssetID,,S.1 E.10 - Between the Pages,1661,2014/09/29 12:00,2016/02/09 23:00,FUTURE,NO,NO,FONSE,NO,NO,VSPP,categories
7J2O,5HOCV,5HOCV,,FONSEAssetID,,S.1 E.08 - Between the Pages,1661,2014/09/29 12:00,2016/02/09 23:00,FUTURE,NO,NO,FONSE,NO,NO,VSPP,categories
7J2P,5HODV,5HODV,,FONSEAssetID,,S.1 E.01 - Montreal Street Signs,1661,2014/09/29 12:00,2018/03/01 00:00,FUTURE,NO,NO,FONSE,NO,NO,VSPP,categories
7J2Q,5HOEV,5HOEV,,FONSEAssetID,,S.1 E.10 - Rature et lit 2,1662,2014/09/29 12:00,2016/02/24 00:00,FUTURE,NO,NO,FONSE,NO,NO,VSPP,categories
7J9L,5I2WV,5I2WV,A18JV,FONSEAssetID,,"Good Morning, Vietnam, v.fr.",794,2014/09/26 04:01,2036/01/01 04:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
7JB5,5I8LV,5I8LV,A18PV,FONSEAssetID,5I8OV,Le sexe selon les sexes S1 Ep05,1151,2014/09/30 00:00,2018/08/19 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
7JC9,5ICBV,5ICBV,6Z6GV,FONSEAssetID,5ICCV,And So It Goes,1268,2015/03/10 00:00,2023/11/18 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
7JCR,5ICQV,5ICQV,78ZPV,FONSEAssetID,5ICRV,The November Man,1268,2015/03/17 00:00,2023/11/25 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
7JH2,5IPPV,5IPPV,AB4CV,FONSEAssetID,5IPSV,Le sexe selon les sexes S1 Ep06,1151,2014/10/07 00:00,2018/08/19 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
7K7S,5L13V,5L13V,8BD3V,FONSEAssetID,,La Dame en noir (v.fr. de The Woman in Black),816,2014/10/01 00:00,2049/12/31 23:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
7K97,5L5RV,5L5RV,8BD5V,FONSEAssetID,,Espions en herbe 2 - L'île des rêves envolés (Spy Kids 2),816,2014/10/01 00:00,2049/12/31 23:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
7K9A,5L5UV,5L5UV,8BD6V,FONSEAssetID,,Espions en herbe 3 - Fin du jeu (v.fr. de Spy Kids 3-D: Game Over),816,2014/10/01 00:00,2049/12/31 23:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
7K9G,5L63V,5L63V,8BCQV,FONSEAssetID,,Les Pages de notre amour,816,2014/12/11 00:00,2049/12/31 23:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
7KA3,5L6QV,5L6QV,91Q2V,FONSEAssetID,,Le Commando des bâtards (v.fr. de Inglourious Basterds),816,2015/01/15 00:00,2049/12/31 23:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
7KA6,5L6TV,5L6TV,8BDJV,FONSEAssetID,,Tuer Bill (v.fr. de Kill Bill: Volume 1),816,2014/12/11 00:00,2049/12/31 23:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
7KAF,5L7LV,5L7LV,8BDRV,FONSEAssetID,,"Tuer Bill, Vol. 2 (v.fr. de Kill Bill: Vol. 2)",816,2014/12/11 00:00,2049/12/31 23:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
7KAS,5L7WV,5L7WV,926TV,FONSEAssetID,,L'Amour au détour (v.fr. de The Rebound),816,2015/01/16 00:00,2049/12/31 23:59,FUTURE,YES,YES,FONSE,NO,YES,VSPP,categories
7M0J,5P88V,5P88V,A71RV,FONSEAssetID,5P8CV,Les Argonautes S1: E43,1516,2014/10/01 00:00,2018/08/31 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
7M0L,5P8IV,5P8IV,A71TV,FONSEAssetID,5P8MV,Les Argonautes S1: E28,1516,2014/10/01 00:00,2018/08/31 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
7M0M,5P8NV,5P8NV,A71UV,FONSEAssetID,5P8RV,Les Argonautes S1: E52,1516,2014/10/01 00:00,2018/08/31 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
7M0N,5P8SV,5P8SV,A71VV,FONSEAssetID,5P8WV,Les Argonautes S1: E48,1516,2014/10/01 00:00,2018/08/31 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
7M0P,5P92V,5P92V,A71XV,FONSEAssetID,5P96V,Les Argonautes S1: E14,1516,2014/10/01 00:00,2018/08/31 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
7M0Q,5P97V,5P97V,A71YV,FONSEAssetID,5P9BV,Les Argonautes S1: E35,1516,2014/10/01 00:00,2018/08/31 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
7M0V,5P9WV,5P9WV,A723V,FONSEAssetID,5PA0V,Les Argonautes S1: E31,1516,2014/10/01 00:00,2018/08/31 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
7M0Y,5PABV,5PABV,A72NV,FONSEAssetID,5PAFV,Les Argonautes S1: E34,1516,2014/10/01 00:00,2018/08/31 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
7M14,5PB5V,5PB5V,A72TV,FONSEAssetID,5PB9V,Les Argonautes S1: E19,1516,2014/10/01 00:00,2018/08/31 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
7M17,5PBKV,5PBKV,A72WV,FONSEAssetID,5PBOV,Les Argonautes S1: E10,1516,2014/10/01 00:00,2018/08/31 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
7M1E,5PCJV,5PCJV,A74LV,FONSEAssetID,5PCNV,Les Argonautes S1: E20,1516,2014/10/01 00:00,2018/08/31 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
7M1L,5PDIV,5PDIV,A74SV,FONSEAssetID,5PDMV,Les Argonautes S1: E16,1516,2014/10/01 00:00,2018/08/31 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
7M1Q,5PE7V,5PE7V,A74XV,FONSEAssetID,5PEBV,Les Argonautes S1: E39,1516,2014/10/01 00:00,2018/08/31 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
7M1U,5PERV,5PERV,A75XV,FONSEAssetID,5PEVV,Les Argonautes S1: E45,1516,2014/10/01 00:00,2018/08/31 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
7M1V,5PEWV,5PEWV,A75YV,FONSEAssetID,5PF0V,Les Argonautes S1: E49,1516,2014/10/01 00:00,2018/08/31 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
7M28,5PGPV,5PGPV,A76BV,FONSEAssetID,5PGTV,Les Argonautes S1: E12,1516,2014/10/01 00:00,2018/08/31 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
7M2A,5PGZV,5PGZV,A729V,FONSEAssetID,5PH3V,Les Argonautes S1: E25,1516,2014/10/01 00:00,2018/08/31 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
7M2C,5PH9V,5PH9V,A72BV,FONSEAssetID,5PHDV,Les Argonautes S1: E07,1516,2014/10/01 00:00,2018/08/31 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
7M2D,5PHEV,5PHEV,A72CV,FONSEAssetID,5PHIV,Les Argonautes S1: E24,1516,2014/10/01 00:00,2018/08/31 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
7M2L,5PIIV,5PIIV,A72KV,FONSEAssetID,5PIMV,Les Argonautes S1: E30,1516,2014/10/01 00:00,2018/08/31 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
7M2Q,5PJ7V,5PJ7V,A738V,FONSEAssetID,5PJBV,Les Argonautes S1: E03,1516,2014/10/01 00:00,2018/08/31 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
7M2T,5PJMV,5PJMV,A73BV,FONSEAssetID,5PJQV,Les Argonautes S1: E05,1516,2014/10/01 00:00,2018/08/31 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
7M30,5PKLV,5PKLV,A73IV,FONSEAssetID,5PKPV,Les Argonautes S1: E26,1516,2014/10/01 00:00,2018/08/31 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
7M33,5PL0V,5PL0V,A73LV,FONSEAssetID,5PL4V,Les Argonautes S1: E36,1516,2014/10/01 00:00,2018/08/31 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
7M34,5PL5V,5PL5V,A73OV,FONSEAssetID,5PL9V,Les Argonautes S1: E47,1516,2014/10/01 00:00,2018/08/31 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
7M36,5PLFV,5PLFV,A73QV,FONSEAssetID,5PLJV,Les Argonautes S1: E17,1516,2014/10/01 00:00,2018/08/31 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
7M38,5PLPV,5PLPV,A73SV,FONSEAssetID,5PLTV,Les Argonautes S1: E40,1516,2014/10/01 00:00,2018/08/31 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
7M39,5PLUV,5PLUV,A73TV,FONSEAssetID,5PLYV,Les Argonautes S1: E22,1516,2014/10/01 00:00,2018/08/31 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
7M3B,5PM4V,5PM4V,A73VV,FONSEAssetID,5PM8V,Les Argonautes S1: E08,1516,2014/10/01 00:00,2018/08/31 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
7M3I,5PN3V,5PN3V,A742V,FONSEAssetID,5PN7V,Les Argonautes S1: E51,1516,2014/10/01 00:00,2018/08/31 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
7M3L,5PNIV,5PNIV,A751V,FONSEAssetID,5PNMV,Les Argonautes S1: E04,1516,2014/10/01 00:00,2018/08/31 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
7M3P,5PO2V,5PO2V,A755V,FONSEAssetID,5PO6V,Les Argonautes S1: E06,1516,2014/10/01 00:00,2018/08/31 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
7M3Q,5PO7V,5PO7V,A756V,FONSEAssetID,5POBV,Les Argonautes S1: E02,1516,2014/10/01 00:00,2018/08/31 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
7M3T,5POMV,5POMV,A759V,FONSEAssetID,5POQV,Les Argonautes S1: E46,1516,2014/10/01 00:00,2018/08/31 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
7M3X,5PP6V,5PP6V,A75DV,FONSEAssetID,5PPAV,Les Argonautes S1: E38,1516,2014/10/01 00:00,2018/08/31 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
7M3Y,5PPBV,5PPBV,A75EV,FONSEAssetID,5PPFV,Les Argonautes S1: E41,1516,2014/10/01 00:00,2018/08/31 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
7M41,5PPQV,5PPQV,A746V,FONSEAssetID,5PPUV,Les Argonautes S1: E09,1516,2014/10/01 00:00,2018/08/31 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
7M45,5PQAV,5PQAV,A74AV,FONSEAssetID,5PQEV,Les Argonautes S1: E44,1516,2014/10/01 00:00,2018/08/31 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
7M4A,5PQZV,5PQZV,A74FV,FONSEAssetID,5PR3V,Les Argonautes S1: E37,1516,2014/10/01 00:00,2018/08/31 23:59,FUTURE,YES,YES,FONSE,YES,YES,VSPP,categories
